"GEOID","wlk_tr_d"
"42029306501",1721.52555518719
"42029308101",2212.01898940485
"42029304502",1390.72993879879
"42029304405",2314.70460681816
"42029311401",1893.72796814831
"42029304501",3636.96570967218
"42101980300",NA
"42101036900",33815.1670792964
"42101037300",1404.69103723631
"42101037200",2688.74609278256
"42101038300",809.910562621262
"42101039000",5802.56939342608
"42101037800",1097.79519662426
"42101037700",13772.507204348
"42017102401",1083.85644271509
"42029300501",3231.91982217949
"42029300502",1916.9094647162
"42029305101",1686.67670444513
"42029305102",2450.72611048903
"42029311404",1106.33129495794
"42091208801",803.116865200283
"42091208903",2262.8990892388
"42091209201",447.189217197169
"42091210200",927.86900297941
"42091200506",1450.96501363751
"42091201605",495.534031999998
"42091201606",978.953456437754
"42091200306",1032.23644891598
"42091200605",1931.68205443942
"42091200704",1118.86235872816
"42091200906",308.859818450065
"42091201006",1271.16257681244
"42091201406",1590.50785907299
"42091203103",1237.49066788145
"42091203106",975.148453394893
"42017980000",NA
"42017104303",2283.03014200879
"42017101805",482.217029656598
"42017106402",3468.51252861693
"42017105012",940.625567346738
"42017104304",416.13997286169
"42017104506",872.121202892561
"42017104503",1828.35041313759
"42017104505",2790.4085400795
"42017104301",1407.79126853632
"42101008701",11714.5034741669
"42101008102",2424.846856399
"42101008602",1024.12130052019
"42101037500",3093.05995913388
"42101980800",NA
"42101018002",2728.54002292852
"42101008801",18824.3063926941
"42101980100",5.1419553245713
"42017102402",2027.31611242248
"42017105510",1176.02493944977
"42017105511",1659.94802087501
"42017104203",2739.77693188775
"42017104201",1053.44249763808
"42017104204",2371.98237565372
"42017105509",1948.41253381101
"42017105508",889.763480589541
"42017105013",1881.8620442064
"42017101808",660.362111246816
"42101007102",1314.51981943713
"42101008802",48005.0704321679
"42101008702",13239.6057372716
"42017101807",1072.1666135835
"42101012201",559.421710998583
"42101009801",633.909403720129
"42101007101",981.440799813429
"42101002801",6133.39750614602
"42101980500",NA
"42101000801",8968.42529693175
"42101001101",14479.6587829378
"42101027402",1776.0943084394
"42101008601",6156.34881054988
"42101036502",911.93653364136
"42101036700",4386.19401480046
"42101037600",8532.39289310997
"42101038600",545.781385251147
"42101038900",1685.03933634082
"42101038500",1216.77495866958
"42101038700",3520.47993498498
"42101038800",1771.47154894553
"42101980000",2508.54776605594
"42091210600",1565.3839775246
"42091200606",1323.37909338262
"42091206502",1563.67247565304
"42091206703",1278.59053406032
"42091210700",2234.01296762977
"42029301300",2036.27771006946
"42029301500",1395.76791344477
"42029301600",705.960676364401
"42029301700",846.791534267292
"42029302101",3000.15583893776
"42029302202",3642.04203128816
"42091203104",1465.38144404209
"42091203203",1335.98428626555
"42091203208",861.553046991272
"42091203302",1548.22888255316
"42091204002",1099.63633577747
"42091204007",415.488308552696
"42091204101",1428.68001704289
"42091205400",3346.7789993048
"42091205801",925.027226231016
"42091205904",957.083591377037
"42091207003",1136.417736402
"42091206702",5.1419553245713
"42091205501",3667.5926105193
"42091205905",1783.59081324145
"42091206801",2533.76918447046
"42091208704",1233.8421313879
"42091206906",813.334291475568
"42091208603",1581.45120214594
"42091201705",2552.86921932627
"42091203105",2673.59415698783
"42091201004",1447.38634544138
"42091201203",689.909361257007
"42091201409",1872.32948367922
"42091203205",793.103328489562
"42091203303",1050.39212241463
"42091203304",1892.70092024798
"42091203602",2442.12152655924
"42091203700",827.553410511978
"42091203403",646.231541631553
"42091204900",3976.83805689379
"42091205000",7723.01157769335
"42091204200",543.774294300108
"42091206104",1902.58971956539
"42091207400",1316.03391970057
"42091210500",1584.99531145047
"42029302804",1023.4723655457
"42029304201",4015.80171304615
"42029302805",2144.35775316347
"42029303402",1077.31765723684
"42029304404",1646.10795546959
"42029306800",640.668462504528
"42029307900",7987.03200138337
"42029308000",3191.89416417499
"42029300109",1599.8268103957
"42029307100",1056.67764795353
"42029307200",752.86216325004
"42029307300",2041.72826037842
"42029300700",4680.4407210408
"42029300800",1683.54834691844
"42029302000",4143.401426013
"42029302102",3288.28293393473
"42029302400",6840.43767308928
"42029303801",1750.95685558647
"42029305400",1452.20561633194
"42029305500",2302.87528001597
"42029303401",5225.79662810808
"42029304000",1450.81167838051
"42029300900",1080.77108810073
"42017103300",676.260657343908
"42017101505",795.712378145567
"42017102102",1398.05761739607
"42017104702",3956.69592073959
"42017104901",2288.13941109496
"42017105300",1559.55001090898
"42017105808",1500.47456798004
"42017100104",1659.68193210261
"42017100402",1748.04181747217
"42017100408",1441.71746916418
"42017100805",1157.31984376725
"42101010000",1610.94830872848
"42101010100",2167.95672344518
"42101010700",1678.5982593088
"42101013300",4890.52693382731
"42101013500",6441.84518697545
"42101014300",940.032333759856
"42101014600",7699.09141986065
"42101016902",1434.60553555539
"42101017100",1925.31596981216
"42101000700",16300.0567072127
"42101001800",8265.92532116657
"42101002100",2778.78856327582
"42101025700",1811.06405943345
"42101021100",1375.16199235833
"42101026100",1015.37849817259
"42101027200",1331.64331718872
"42101027500",1166.06474310085
"42101028000",1369.3573865011
"42101029400",1424.74534418329
"42101030000",3491.36267475218
"42101018800",5802.66454016289
"42101019100",3503.7850725161
"42101019200",5171.64082155322
"42101001700",6691.95877984295
"42101002500",3468.55622545191
"42101003300",5133.93331182833
"42101004002",2639.56804535677
"42101004201",4052.15767368322
"42101005600",155.544148568282
"42101006700",2948.86491304921
"42101007000",644.874674324621
"42101008000",2040.96353170346
"42017101504",351.305879476209
"42017103102",398.051697019723
"42017104603",2393.94049813318
"42017105400",2910.41247820768
"42017105505",1605.94279603942
"42017105801",1940.26667097835
"42017105809",949.046256058556
"42017102500",1934.13056464016
"42017102801",1177.17978971806
"42017100201",989.166889656357
"42017100208",4054.72500752242
"42017100211",1954.56119786834
"42017100303",1047.96558946748
"42017101100",1707.98231717566
"42017101403",1202.67390198637
"42017101404",642.218147930119
"42017101503",1137.48613842957
"42017102003",1492.98617434919
"42017101607",731.641613141083
"42017101802",2438.77823654317
"42017101900",1311.5628352161
"42101028800",1881.70287362561
"42101029800",1544.14503497651
"42101030900",1758.33641156504
"42101032000",2479.69956097921
"42101034200",735.803327203865
"42101001500",9388.64680470854
"42101002900",3631.63308787366
"42101003702",2834.11320095808
"42101014000",3647.86265584088
"42101014100",2355.78404995728
"42101014400",2178.22588140476
"42101015200",3465.11005007017
"42101015300",12270.1780282661
"42101015700",2095.03866101403
"42101016000",4395.83487585095
"42101016800",537.89759916712
"42101020200",1079.65273964147
"42101020300",781.614774228404
"42101020800",1489.77236256005
"42101020900",1330.16394198573
"42101020700",3433.68061132141
"42101018400",895.148171771086
"42029301000",3012.15066514182
"42029301800",4036.88951101458
"42029307000",2195.24191673958
"42029308200",989.591020843284
"42029310400",8536.89434779589
"42029300107",2435.2238867128
"42029300302",1968.41929830093
"42029301401",1046.12510526079
"42029302203",2093.8195314012
"42029302500",9724.50296867444
"42029304403",1728.15905690725
"42029305300",2630.79064529604
"42029301900",3018.16602838829
"42029304300",4737.8030905015
"42029307800",1733.44517855699
"42029300101",1502.76759516398
"42029300103",1173.56095176882
"42029300104",2455.77159345317
"42029300106",1669.78293333598
"42029300108",2631.68462839986
"42029300201",2530.915739501
"42029300202",2406.75883278704
"42029300303",1807.53366574108
"42029301402",2052.75014247263
"42029302300",2466.74494759218
"42029302600",16385.4612482992
"42029302702",2279.83305028314
"42029302803",227.611021476442
"42029302901",1968.03572880574
"42029304101",1300.25221850365
"42029305000",654.716014521811
"42017104604",2188.86008610584
"42017104502",3128.1910446416
"42017104601",1368.9878057677
"42101014800",244.714762958439
"42101014900",1272.0095914831
"42101011300",1027.21840015518
"42101011400",3104.90122143771
"42101011700",3633.44762356007
"42101013100",1948.60079108695
"42101013800",887.589882494515
"42101016200",1762.55339427114
"42101017900",3985.08672610529
"42101018300",1575.37343607036
"42101019000",4086.16341407301
"42101020600",1504.76659100303
"42101021500",1281.11667603931
"42101021600",556.803968848594
"42101022000",209.289575121498
"42101000200",8932.74335688709
"42101000600",6265.98044120564
"42101002200",3876.22275414877
"42101002300",3402.17701742233
"42101004101",2626.15823288484
"42101004202",3373.95233481714
"42101005500",2378.85952289699
"42101006900",1903.14529619518
"42101007700",9147.8535094129
"42101011000",1379.90909917937
"42101011200",2060.66871302712
"42101004102",6023.26243492756
"42101015800",4265.34479990275
"42101009400",5194.8672561661
"42101009500",1630.25977650187
"42101036301",963.816467527202
"42101035302",1013.95783157117
"42101035500",2386.50212727767
"42101036203",1991.8686967236
"42101036400",474.168569254186
"42101020500",1029.63747522888
"42101021800",796.688301838782
"42101021900",483.441294955632
"42101025500",887.806323258218
"42101025600",1642.68050816687
"42101026301",954.775399380095
"42101027000",851.5698598387
"42101024700",2616.07534692914
"42101003800",2075.52963647324
"42101012500",19486.2661571929
"42101021000",4936.17212421559
"42101034702",985.49657637563
"42101026600",2264.49680162231
"42101010400",1367.77338526125
"42101013200",1062.44124373563
"42101017601",1542.12453716995
"42101003600",2982.29869010631
"42101017000",834.720952694501
"42101024300",894.831079901685
"42101027600",758.562168731179
"42017105006",1683.85930109141
"42101001600",4069.64734727301
"42101003902",3467.035570552
"42101007800",5257.17437780962
"42101009300",1839.84049160141
"42101032100",2592.97308355238
"42101021400",2672.8508070249
"42101034900",1874.36147603842
"42101026900",1170.04750613413
"42101029200",1782.34223304123
"42101031300",3907.05516218848
"42101032500",1827.88894846427
"42101001400",10711.5831585845
"42101036302",1666.51280016493
"42091203803",3578.12484787939
"42091204102",1943.9385215175
"42091204400",2064.38419676852
"42091204500",5524.57699623022
"42091205100",3252.36729785733
"42091205502",1412.8811977302
"42091205600",3426.78578529082
"42091206201",1125.69679919705
"42091206901",1266.12649663798
"42091207001",2588.73254249043
"42091207101",2655.77412983893
"42091207800",1864.78026992708
"42091208204",1265.92358606745
"42091208904",1717.37450826299
"42091208905",790.117392996238
"42091208906",2277.28062518027
"42091210300",1389.22354451302
"42091210400",2688.83946805358
"42091200310",724.588053841688
"42091200401",1027.67486069441
"42091200502",2362.23341645586
"42091200800",1148.90879349236
"42091208702",1564.33102923727
"42091209000",926.08751307805
"42091210100",1885.7825709961
"42091200305",316.224135681616
"42091201201",2761.35434193843
"42091200308",2168.34322638397
"42091200505",2750.48785181459
"42091200907",884.172282587767
"42091201302",3173.43679716092
"42091201404",1469.66831105292
"42091201407",1366.47618917372
"42091201501",1216.61849271699
"42091201608",1589.64231533538
"42091202201",1473.95826115341
"42091203207",1317.28788609418
"42091201902",2247.03495114043
"42091200501",2016.50768476773
"42091200104",1230.50769382558
"42101020102",1153.09448619424
"42101031101",3041.88554090981
"42101031102",1947.27979787762
"42101019502",2354.99076065444
"42101019501",2059.82163002867
"42101028901",1934.14919909444
"42101028902",1482.55954235593
"42101033101",1286.99926519923
"42101033102",809.043334571966
"42101031501",1557.71338040153
"42101030501",2631.33000420209
"42101030502",3661.65153505149
"42101009802",2295.19731493702
"42101035602",378.904683554742
"42101018001",1724.95815150049
"42101017702",1675.08539899689
"42101017701",1665.79801010277
"42101035701",1349.06728527733
"42101035702",1778.19543910485
"42101035601",852.333839016083
"42101015101",628.19554385608
"42101015102",1383.9922950085
"42101036501",2171.30835435937
"42101980400",NA
"42101013402",7503.03266281342
"42101013401",5705.67085170686
"42101038000",866.629424606178
"42101013601",4548.91134242432
"42101037900",2961.67991389038
"42101038200",968.171186089836
"42101038100",412.691393786045
"42101038400",998.17483564993
"42045410601",1893.82705342369
"42045410602",1439.05437936396
"42045980000",NA
"42045410500",4264.31594255418
"42045410700",2573.08912259385
"42091200309",867.249034635242
"42091200602",3436.94614785954
"42091201204",460.914961255088
"42091201408",1410.00670285718
"42091201411",902.622502174938
"42091201603",1669.37863681911
"42091200908",1215.94038983501
"42091201410",1277.65459888935
"42091202000",1307.78513505133
"42091203901",1434.57479702321
"42091202202",1037.9441411068
"42091203000",1978.32865974566
"42091203204",3198.9666943225
"42091205503",2532.90082855862
"42091205700",2071.80523262341
"42091205805",1286.57088560709
"42091205903",1464.87266377347
"42091206005",1317.13115252131
"42091206202",827.185991200865
"42091206400",1270.24188753517
"42091200106",715.267210467141
"42091200200",1762.18739231374
"42091200902",621.182707289448
"42091200903",2082.24021410868
"42091201005",949.122579461823
"42091201502",1141.04303377133
"42091201607",1460.59148236212
"42091201703",788.911480281526
"42091201704",1946.84734951538
"42091201706",2151.8741562552
"42091202402",2708.82668214196
"42091202500",4522.77939480515
"42029311300",1393.44788363581
"42029308102",2065.32595645172
"42029303901",3218.05706528521
"42029311000",3392.46323006919
"42029311200",1478.70593341815
"42029311100",1426.02507100037
"42029311700",4283.64041067017
"42029311500",1788.84458942576
"42029311800",1428.8370912527
"42029311600",596.578070514286
"42101001002",6728.33875120676
"42101001001",7197.21712230097
"42101000402",11120.4625270492
"42101000401",10475.6887837174
"42101012204",1313.4952490611
"42101012203",200.142813961553
"42101013602",5274.92712561567
"42101034501",1221.22473430763
"42101034502",1634.46127865037
"42101001102",8605.52313709966
"42101000902",11156.8080419016
"42101000901",10963.4536452408
"42101017201",942.481720066883
"42101017202",929.803211092912
"42101027401",1430.94689247941
"42101020101",1315.90409162318
"42017106401",2081.82616819725
"42017105208",888.912324709386
"42017105207",2247.09231891548
"42017106000",877.288999635
"42017106100",2388.9531430566
"42017106200",1728.12009323284
"42017106300",3051.64449924824
"42017106500",3225.59016912388
"42017106600",1282.3153918061
"42091200607",2024.98770012008
"42091206501",1891.02139480682
"42091206704",2749.60755346471
"42101989100",0
"42101980200",251.687325097603
"42045410800",3179.31991287834
"42017105206",1583.44274729827
"42101000804",24272.9059480113
"42101001202",21181.6466339422
"42101001201",16898.6499674599
"42101000803",16845.4125058608
"42101980900",NA
"42101002702",2000.67900706462
"42101003002",1647.89910227525
"42101003001",2311.31819180187
"42101002802",7371.34610602497
"42101980700",NA
"42101002701",4032.96980709435
"42101980600",NA
"42101032900",1409.72568832447
"42101034802",1076.18660192491
"42101034803",1089.4505047109
"42101024000",2009.0719231164
"42101028100",1218.57180927418
"42101028300",1394.83177022872
"42101030800",1141.35118813176
"42101031000",4792.93800375084
"42101033300",1773.08010639247
"42101033600",3853.45208926654
"42101036303",1496.24527879134
"42101036600",2972.11049286409
"42101029900",2245.70754154271
"42101027700",2228.11559521294
"42101028500",1114.18340981558
"42101029300",1088.14846779222
"42101031700",2169.38860126237
"42101030200",3822.64591113711
"42101030600",2469.12215613692
"42101031600",2165.37697559383
"42101031800",1339.85224621972
"42101032300",1725.0575629404
"42101033400",2748.52063712772
"42101033900",1531.67679775073
"42101036100",1386.28866166835
"42101033500",1189.16912883729
"42101034100",3028.36838282017
"42101035100",255.812277397422
"42101035301",1605.08193556635
"42101036000",885.14263039759
"42101019900",2119.6658931611
"42101020400",990.129414168081
"42101023700",1910.52989547623
"42101002000",2476.09841673383
"42101003901",4344.60648744065
"42101005000",NA
"42101005400",980.082176736008
"42101006000",1312.03067274247
"42101011100",1240.6387791505
"42101008200",1305.81938510924
"42101008301",1806.74874397914
"42101008302",1485.13015029275
"42101006300",2406.0848613162
"42101007300",565.800570276491
"42101007900",6930.38756095323
"42101008500",4924.37948406999
"42101009600",1710.58714832852
"42101011800",1858.7472030939
"42101011900",1115.8662144845
"42101013900",2476.53901074749
"42101014700",4555.4005395108
"42101015600",723.918406473231
"42101016300",2077.11898073415
"42101017800",3929.06052226156
"42101019700",3567.80975416563
"42101020000",214.952752767437
"42101010800",2676.8874742726
"42101014500",1670.16396334016
"42101016500",2121.00235374289
"42101023600",1724.31964363028
"42101023900",1042.6102117061
"42101024200",2034.66155058189
"42101024500",2027.30212211501
"42101025400",1890.94612172623
"42101026000",477.228086621496
"42101026302",2844.32746585638
"42101026400",901.127670631121
"42101027100",583.891074800488
"42101027800",1635.66462298379
"42101028200",1302.90289248651
"42045407806",332.055994776117
"42045409300",1453.70604832647
"42045408001",2356.65403427675
"42045408101",2437.39958764697
"42045408400",768.007051146372
"42045408800",2587.41185746993
"42045408900",1070.40965346772
"42045409602",7526.35223534783
"42045409701",10443.9822953268
"42045409803",5053.32532037192
"42045410100",4642.72603876642
"42045410200",1451.91473971301
"42045400500",1146.18565879296
"42045400802",1129.39539344329
"42045401101",1015.00300190623
"42045401302",857.725516010079
"42045400402",2273.33569002806
"42045400801",544.589064286844
"42045401104",1735.70411757314
"42045401301",719.068980187399
"42045402600",1546.52859227696
"42045409000",1013.40098154877
"42045409902",1414.97248395665
"42045409904",1065.50023812822
"42045407101",940.663788175455
"42045406401",1063.0421093343
"42045406903",1521.21108863685
"42045407000",771.808893602126
"42045402800",1365.71881206295
"42045405400",842.156140158786
"42045408700",2814.93561684629
"42045409903",1921.80353467305
"42045410301",3936.84994193957
"42045400302",1175.10591869631
"42045400301",2029.91864059379
"42045400700",2710.50468543552
"42045401000",1099.26563436507
"42045401501",1305.21438588151
"42045402500",2749.29411056145
"42045403002",885.154450445034
"42045402100",3648.40781485941
"42045402300",849.96743603974
"42045403602",508.985315830044
"42045404101",1864.24727330501
"42045404600",1080.78717895142
"42045404700",11364.9317833534
"42045407201",1518.91476106794
"42045407901",1102.36123468483
"42045408103",1216.02866545934
"42045409100",2381.00800608078
"42045401401",450.30965762049
"42045401402",951.587842108605
"42045401600",788.025787507777
"42045407401",1355.9573842273
"42045406600",1397.73608725274
"42045406904",2432.42372935551
"42045407202",1536.30945311681
"42045407804",1147.97513888258
"42045409400",895.077360216916
"42045410000",1541.6603364634
"42045408102",1039.12981825266
"42045408500",1424.10624755264
"42045409500",2076.06885723298
"42045409601",1917.7283790534
"42045409802",13561.5191432792
"42045410302",3536.44290927138
"42045406803",2065.41588762962
"42045406902",1839.63608527084
"42045407404",1395.44068831428
"42045401800",4093.02058345301
"42045405100",2146.80955359882
"42045405300",1005.76922619827
"42045400401",2035.68023048055
"42045400600",1421.10007066827
"42045402400",1737.25278558691
"42045403104",1088.27246965052
"42045403501",2824.87928118001
"42017105807",1511.35300828432
"42017101611",1286.82018868695
"42017102300",2068.75008563354
"42017102700",1114.11650210151
"42017104000",4964.39111981273
"42017104100",860.55567259118
"42017105011",841.06257453909
"42017100103",1011.24845797584
"42017100302",1544.44938105664
"42017100403",606.589966238691
"42017100809",1217.42368001488
"42017100811",1143.51734899174
"42017104701",2127.21899678754
"42017104703",1105.32928100513
"42017105010",1008.1257648917
"42017105811",1068.13459800517
"42017105812",712.076282760126
"42017105203",1250.11830601114
"42017105506",1626.968351522
"42017105704",2166.7060441299
"42017105900",318.687312973275
"42017100209",2974.61156990491
"42017100304",702.614877995555
"42017100808",1155.50636029493
"42017105507",2407.73348194604
"42017105600",997.957413143251
"42101019800",4315.58096789534
"42101021200",1251.39005554376
"42101021300",2061.60437016627
"42101021700",1552.55794387605
"42101024100",449.508072199978
"42101024800",893.858450112016
"42101006400",1335.63754142319
"42101006500",1491.49260110097
"42101006600",1446.82990027885
"42101009100",6593.92845672185
"42101010300",1394.5730218529
"42101010500",1763.08250966182
"42101000300",17123.0790335125
"42101000500",8548.27890904603
"42101002400",11004.7519554503
"42101003701",1335.53475077475
"42101028700",1839.99565819754
"42101029100",2199.44745850027
"42101032600",2221.67276817652
"42101033200",839.231357477665
"42101033800",2688.7487563797
"42101034400",1838.96701568719
"42101034701",2194.34312069816
"42101035200",1943.89999497358
"42101035800",1926.16635908025
"42029305600",1864.44958005556
"42029305700",1435.18345809172
"42029300301",2387.88851877188
"42029300400",745.744233589838
"42029301100",922.425429280666
"42029302703",1449.62248712746
"42029302704",1767.27760705493
"42029303000",1470.18045418249
"42029303802",3344.31554394711
"42029304102",1142.68322352679
"42029306000",2238.25156642361
"42029306700",2421.89475516705
"42029307400",1398.6734823578
"42029306900",2262.24690496798
"42029307700",1240.70051700691
"42029303100",1908.74525170556
"42029304900",4543.11636548713
"42029300600",2178.97613310732
"42029302802",1384.62742762445
"42029304600",1392.818680562
"42029302902",1754.66216876529
"42029302204",1944.4246299197
"42029306300",1141.08324031377
"42029306600",1825.61927163745
"42017105702",772.383594039156
"42017100102",549.394268276796
"42017100105",1291.52769996206
"42017100207",1714.79710660556
"42017100900",2387.58118612065
"42017101401",1920.28056249218
"42017101605",1597.58793622011
"42045404800",916.918056224734
"42045403402",885.941348208288
"42045403701",502.054750633931
"42045404003",365.42972461344
"42045404400",488.95832988647
"42045404500",3193.24565296327
"42045404900",740.627478918775
"42045406402",379.503084520265
"42045407700",1228.39666805136
"42045408002",954.382940100231
"42045408600",1892.85954055172
"42045409200",1101.34854517016
"42045410400",2930.28893711489
"42045403702",401.592031081837
"42045403300",2037.98945150662
"42045403502",980.820422369837
"42045403601",2552.42999525528
"42045403901",1838.75273364502
"42045403902",1116.66141466458
"42045404102",2115.66272381149
"42045404103",917.342424556154
"42045405000",726.220738748299
"42045409702",10527.4815058554
"42045400900",576.87848781594
"42045403101",3965.59989588286
"42045403103",1163.02013479515
"42045407801",927.275368161663
"42045407902",1051.69892504596
"42045407903",1185.2946142386
"42045407803",1817.85390797872
"42045401502",1388.19529203229
"42045401700",1165.26760611145
"42045402700",1033.61427305826
"42045404300",1294.54880770425
"42045403200",1387.75166135468
"42045403401",2404.70926788644
"42045404004",1015.96471336164
"42045406100",887.857473715008
"42045406700",1246.39826388006
"42045407102",1655.74750833578
"42045401103",1539.03292721861
"42045401200",1091.69574633598
"42045402000",1199.02675643173
"42045403800",3388.50815576307
"42045406202",951.758884324772
"42045406801",1742.67487082728
"42045406802",1219.63486969593
"42045407600",10068.9957437935
"42045407805",708.771350321232
"42045401900",1416.2118265924
"42045406201",739.488998676227
"42045407502",3247.79648945282
"42045402900",3158.43169718207
"42045405200",1139.95711258965
"42045408300",8593.32166304669
"42045406500",591.504445000329
"42045402200",412.273500742451
"42045403001",1477.10979121116
"42045406300",1382.00230582463
"42045407802",2615.47260064176
"42045407501",1520.83544897114
