"GEOID","wlk_tr_d","wlk_cnt_d","sqmi","e_wlk_den","a_wlk_den"
"42017102401",1360.46166328449,NA,1.23704800685651,1099.76464595064,NA
"42017102402",1621.23032888062,1616.78463241822,1.33334131541606,1215.91546750707,1212.58121512098
"42017102500",1435.0480557934,1609.47610388303,1.17262402550372,1223.79213164847,1372.54232292542
"42017102600",706.1004435365,1593.59386406267,0.543817519444643,1298.41429944659,2930.3834596761
"42017102700",986.103231749763,1591.93666854732,16.4078018139949,60.0996552084556,97.0231531678726
"42017102801",1489.80827975948,NA,10.8274966858187,137.594895938482,NA
"42017103101",905.366667417328,NA,0.432900711284663,2091.3956568253,NA
"42017103102",464.607142887798,NA,0.607808469175926,764.397283765588,NA
"42017103103",3025.88755987112,NA,0.993815434952643,3044.71781525039,NA
"42017103300",759.623732943611,NA,21.0098257107595,36.1556418126113,NA
"42017103400",2826.85766088881,NA,30.6722456878344,92.163374330626,NA
"42017103700",3386.51752557847,NA,22.3834451236076,151.295634200954,NA
"42017103800",693.910855590835,NA,6.80877166463026,101.914249701678,NA
"42017103900",1619.4747073179,NA,30.9833642070955,52.2691692384722,NA
"42017104000",4636.77299610931,NA,31.203631032968,148.597225470663,NA
"42017104100",858.949598879282,NA,0.583437813705407,1472.22133825043,NA
"42017104201",1284.75951606413,NA,13.2436719802209,97.0093126727153,NA
"42017104203",2574.47985757599,1660.46222352947,8.02871431956859,320.659043914558,206.815457299606
"42017104204",2703.29877295371,1656.54912175425,5.97334362679788,452.56039863939,277.323593828182
"42017104301",1360.61374501331,1660.96984137557,10.8543955331444,125.351406336596,153.02278568196
"42017104303",2104.11198680384,1657.37256532936,9.68291526491532,217.301497455812,171.164625527047
"42017104304",446.419463067582,1652.99755977939,6.53026013734021,68.361666101928,253.128899157861
"42017104400",2081.61124151147,1647.10349538803,1.43411721312529,1451.49310144262,1148.51385947637
"42017104502",3260.78647798643,1668.19524368302,18.9970315478841,171.647158124008,87.8134691453318
"42017104503",1826.81472893116,1665.85829860838,5.33227190988906,342.595944055893,312.410605978088
"42017104505",2836.93195557941,1663.76972532377,3.13805288471282,904.04211139961,530.191741964869
"42017104506",901.58479114117,1663.38361152924,5.5432557318616,162.64535405773,300.073403066797
"42017104601",1338.61470858317,1669.91598050672,5.18946501232917,257.948498622281,321.789621192034
"42017104603",2418.20372048398,1664.43166953045,5.94019785073852,407.091443963157,280.198018879711
"42017104604",1901.87268321905,1658.95268226189,4.39172812849048,433.05792789882,377.744849800642
"42017104701",1457.85564944145,1663.21623129487,0.879418848801469,1657.74892297147,1891.26743594547
"42017104702",4287.74682744074,1664.84546105844,0.536972178141225,7985.04466708711,3100.43150991815
"42017104703",1379.78707607044,1665.78719365774,0.860018461178238,1604.36913665796,1936.92027421782
"42017104800",2620.42650817882,1655.73306591412,1.19973930014627,2184.16326601899,1380.07737657027
"42017104901",2358.06585946988,1675.63060694748,4.25053981255437,554.768561984789,394.215953935626
"42017104902",1504.51147574766,1676.9968304372,6.85290310400057,219.543666810254,244.713343379714
"42017105003",1904.1999718147,1670.53439554546,4.84107014409965,393.342776521335,345.075437004674
"42017105004",1861.84611285332,1666.70191606992,3.6520944049223,509.802296004157,456.368793157026
"42017105006",1626.20070160638,1663.87589538005,3.63877149694112,446.909266760339,457.263089143896
"42017105008",2208.55835393105,1676.06938770924,6.31758871287532,349.588815338672,265.302073921556
"42017105009",936.418995599386,1667.4564179968,1.00091781155883,935.560327516804,1665.92741056321
"42017105010",926.853357486398,1667.16798322243,1.21922436569418,760.199175447646,1367.40048028256
"42017105011",867.384690706843,1664.51233983617,1.43691662767456,603.643018670177,1158.39173114027
"42017105012",778.358813420945,1669.56926142847,1.20374501970732,646.614358255203,1386.97916427053
"42017105013",1916.85678605123,1673.7903442257,2.79384090545337,686.100909436063,599.100092263159
"42017105100",1048.48748023351,1667.69222170155,9.78876129601401,107.111354391741,170.368054881534
"42017105202",1791.68968363127,1655.10617729905,2.52044050837247,710.863707228791,656.673375864683
"42017105203",1132.39123863314,1663.9644535076,3.26761362662436,346.549919307004,509.229255242938
"42017105206",1712.6485977285,1647.39647683493,2.75092708570972,622.571425693256,598.851378283589
"42017105207",2017.53349501692,1659.75031578259,1.46903659807313,1373.37183951934,1129.82230528471
"42017105208",1144.66260575565,1654.80045292309,1.95023866924977,586.934626927475,848.51176372155
"42017105300",1112.36884867617,1657.13673937613,0.552267393479178,2014.18526932844,3000.60579158312
"42017105400",2839.45375057696,1641.13757323751,21.7869909332697,130.327944748028,75.3264908524571
"42017105505",1517.65565555729,1534.5258078738,2.18401183040772,694.893514049313,702.617900923793
"42017105506",1736.57871872954,1602.8194656545,2.23595791535191,776.659840870135,716.83793985999
"42017105507",2710.04843713681,1567.88162510699,2.8858002789334,939.097711272815,543.309125220018
"42017105508",887.589456936938,1624.67371140887,3.86645122499744,229.561788132353,420.197648144376
"42017105509",2394.68970435351,1616.95475014699,4.17086994706996,574.146337513061,387.678055337808
"42017105510",1019.40167864335,1630.750518528,1.15863215057329,879.832031364701,1407.47908447138
"42017105511",1687.59291559718,1615.57651641525,1.74283929256619,968.300934455254,926.979626467133
"42017105600",903.823370449703,1581.53041433525,1.02185621518389,884.49172889461,1547.70347416309
"42017105702",639.460127241119,1454.97158068401,1.06805490556943,598.714657745232,1362.26290717544
"42017105704",1931.17754522779,1507.65638270028,1.03667801870406,1862.85183093005,1454.31499028501
"42017105801",1755.31878365406,1578.68324965177,3.46431813920179,506.685215711311,455.698116113411
"42017105805",1955.29378235282,1552.77292625218,5.41357251568601,361.183631823031,286.829616072006
"42017105807",1575.77045787831,1644.78808147286,0.603654512457978,2610.38462457945,2724.71761169409
"42017105808",1087.2423831834,1622.51212830112,0.912748701112293,1191.17384868198,1777.61099667839
"42017105809",1036.99521611036,1616.16900857569,1.22624582110367,845.666666718605,1317.98125690743
"42017105810",546.360217555719,1605.47799117648,0.51854174046724,1053.64751748512,3096.14032176048
"42017105811",1079.1442920763,1620.81335664983,0.891816449050277,1210.05201600118,1817.42931337035
"42017105812",641.830367455606,1634.37716774644,0.329414290494906,1948.39867599955,4961.46407398106
"42017105900",285.553181900903,1645.94830484544,2.11424368782044,135.061622057048,778.504537734834
"42017106000",1203.3936432055,1667.29841125914,1.39331962243065,863.688147236581,1196.63742935776
"42017106100",2286.84859663062,1662.98854573329,1.09550591520811,2087.48174234751,1518.0096452673
"42017106200",1176.40123174735,1676.51212231668,2.40382417573977,489.387386823048,697.435419460634
"42017106300",3972.14597842143,1629.31058472746,8.33052896467929,476.817978217588,195.583088617253
"42017106401",1954.96708167808,NA,7.94180177356624,246.161656689173,NA
"42017106402",2754.44370563674,NA,17.5672881693807,156.793904618566,NA
"42017106500",3191.45732232877,NA,13.0643660200022,244.287194452643,NA
"42017106600",1257.54639783826,NA,10.4384132195767,120.472946547067,NA
"42017980000",NA,1587.80340098096,13.1011513930748,NA,121.195714280523
"42029300101",1393.33157231707,1208.92721173876,2.4962448863059,558.171027193972,484.298322801097
"42029300103",1164.31598565124,976.23968770599,0.82514131004589,1411.05041218514,1183.11818329844
"42029300104",1937.48858771322,516.935749339842,2.53210164687706,765.170146349695,204.152842749184
"42029300106",2452.97561893673,1042.44032526556,1.5563629134207,1576.09487978956,669.792576189321
"42029300107",2114.78810442028,1138.27592724513,7.9536443507853,265.889196341986,143.113757297023
"42029300108",3161.45674869713,1133.57540865468,2.45909123004469,1285.61995182248,460.973303798119
"42029300109",1986.08974753951,1289.607072238,2.01519359178312,985.557792381695,639.942027156263
"42029300201",2584.43583746138,722.913242831471,2.47747899555089,1043.17164428137,291.793893764466
"42029300202",2377.42336725563,1167.31596446673,5.78772392482551,410.770001840975,201.688259431261
"42029300301",2342.83517160606,1476.63211018372,11.471571277228,204.229666101346,128.720998588481
"42029300302",2003.3131089846,1346.1594456881,5.58942685952569,358.411185857184,240.840336499605
"42029300303",1813.26777427882,1182.21984074838,1.19268622620848,1520.32255796493,991.224527264501
"42029300400",1353.61632459984,1325.86388092774,1.26492433045127,1070.11644255189,1048.17643949874
"42029300501",3176.16816554066,1313.55681571599,5.74098431966352,553.244528932422,228.803414636914
"42029300502",2139.83761729153,1369.12148716175,3.0486794542815,701.889998401239,449.086730072258
"42029300600",2176.44851496141,1343.89899834991,1.76302207824559,1234.49872909546,762.270090053124
"42029300700",4910.3754660944,1364.34383097894,0.484028712356439,10144.8020349636,2818.72499740105
"42029300800",2063.38359571759,1380.23967059698,0.876021143648867,2355.40387429809,1575.57803325147
"42029300900",1169.36013660302,1360.96682302063,0.704964585396574,1658.75018522412,1930.54637241816
"42029301000",3043.76231007633,1396.6649131183,8.87951721382591,342.784662361712,157.290636358429
"42029301100",1054.85862772738,1328.36570120134,0.820233595617983,1286.04660106933,1619.49682175663
"42029301300",2395.79496746591,1123.26086374741,10.9141238589922,219.513265418186,102.91809752754
"42029301401",644.388891314181,541.784157019229,2.3472189985981,274.532922449524,230.819602833317
"42029301402",1992.99083281417,793.948561151222,11.0977424313196,179.585248544752,71.5414478273142
"42029301500",1131.89497077734,1222.72916474046,7.59025046460542,149.124851156829,161.092070734984
"42029301600",718.531499950374,NA,18.8761032919151,38.065669001617,NA
"42029301700",747.398025578941,NA,16.3689946298646,45.6593726419424,NA
"42029301800",3973.69398064293,1417.67513914842,17.8393309628309,222.7490475356,79.4690754996477
"42029301900",2613.80690331673,1477.19358142562,9.9366410605853,263.047330318156,148.661260119887
"42029302000",3791.12139400796,1419.21717561243,12.5339131448456,302.469097256111,113.230174743636
"42029302101",2963.5679587251,1424.02668906394,8.50393932498219,348.493544635127,167.454944660829
"42029302102",3627.62135300322,1446.43317853212,2.49853843306016,1451.89735927343,578.911718704504
"42029302202",4576.34386632829,1532.37369895172,7.5495811340082,606.171890214343,202.974664653767
"42029302203",1872.50805065408,1572.4507921296,2.76325162654935,677.646593116242,569.058125948967
"42029302204",2175.02460582827,1538.63616454644,2.60063068977306,836.345050599273,591.639624417684
"42029302300",2001.51034922344,1605.95162074264,0.405605419869723,4934.62427071687,3959.39388891414
"42029302400",6570.0804638245,1613.49720394925,0.492082451711075,13351.5845586018,3278.91636521233
"42029302500",9400.00877450519,1622.76716401574,0.440460335294605,21341.3286538456,3684.2526647271
"42029302600",15445.378834168,1614.81282341733,0.413377693514258,37363.8420178451,3906.38597281164
"42029302702",2226.20238423295,1589.05801668181,1.70465964695477,1305.95124264828,932.184920034054
"42029302703",1434.48859706511,1583.74755821694,4.49023588793922,319.468427241906,352.709211217808
"42029302704",1613.38186706529,1563.82105499456,1.95329764144317,825.978505699349,800.605612690523
"42029302705",2072.14274979087,1600.33731106856,1.10090355709697,1882.22005136854,1453.65804366058
"42029302706",2001.4272553725,1620.18300126375,2.72198650856434,735.281842534965,595.220805160525
"42029302802",1597.25985165968,1513.98495789009,3.93543766406848,405.865875158704,384.705612723369
"42029302803",111.44151028596,1511.63548417601,1.12124564331044,99.3908078491464,1348.17512397458
"42029302804",1057.93978427734,1531.00022527142,2.85961258806297,369.959129671464,535.387286957106
"42029302805",2037.96417250195,1572.42145400511,2.23900757832681,910.208697920039,702.285007530061
"42029302901",2054.54505459262,1608.85482037565,3.96796971811746,517.78244304933,405.4604582867
"42029302902",3121.78068374871,1644.31083749613,4.75501237983193,656.524196864246,345.805795263618
"42029303000",1461.47337884982,1657.35531122459,3.86912153276245,377.727441868791,428.354420296869
"42029303100",2110.82850251455,1670.58945993512,6.44853185743826,327.334740554898,259.06508595567
"42029303301",2822.48699899683,NA,5.99454640776548,470.842463633363,NA
"42029303302",3131.01732353231,NA,9.60062587402599,326.12637599004,NA
"42029303401",4651.31231454055,NA,0.669224571850175,6950.30115478467,NA
"42029303402",894.596357935671,NA,0.401031795932017,2230.73673212516,NA
"42029303501",3187.54601901873,NA,6.57164113397307,485.045661203293,NA
"42029303502",669.441884138296,NA,8.94892854407896,74.8069314489309,NA
"42029303801",2292.28958352495,NA,9.47108577371041,242.030284414468,NA
"42029303802",3974.15567422221,NA,9.14943132725553,434.360949011494,NA
"42029303901",2574.1017838679,1646.46300956021,3.8653864960486,665.936455901443,425.950422097069
"42029303902",2198.21731227428,1621.06883487858,11.2917226803626,194.675106226014,143.562579489999
"42029304000",1450.96385004434,NA,3.67187607518954,395.155996643878,NA
"42029304101",1706.44179579801,NA,1.38011721783736,1236.44700156122,NA
"42029304102",1051.84856313342,NA,0.843595522919504,1246.86361479634,NA
"42029304201",4166.23645396365,NA,4.5432646663872,917.013812729656,NA
"42029304300",4831.28792228766,NA,11.2546951319405,429.268662158303,NA
"42029304403",1510.31445234206,1519.0423865655,1.85109494628924,815.903287602658,820.618299245332
"42029304404",2580.1635354849,1533.13052788145,1.76948154064185,1458.14662443384,866.429229504893
"42029304405",2360.2768095806,NA,3.00833857185331,784.578182676602,NA
"42029304406",2108.45381672637,1512.43097095372,3.79938575976353,554.945970229041,398.07249555198
"42029304501",3617.77137484173,NA,6.50090851609692,556.502428219649,NA
"42029304502",1347.66372151435,NA,5.23021742703228,257.668775785301,NA
"42029304600",1521.93395929961,NA,12.103077520914,125.747683320191,NA
"42029304900",4572.92783405081,NA,25.2105596492901,181.389381975881,NA
"42029305000",791.707002248867,NA,0.479454696535579,1651.2655063545,NA
"42029305101",1491.72969370102,NA,12.0284292357549,124.016998767121,NA
"42029305102",2640.02033017466,NA,9.85116509652554,267.990669561084,NA
"42029305300",2643.58560858391,NA,5.97054536401853,442.771212243938,NA
"42029305400",1501.64974685471,NA,0.515693504421325,2911.90355119899,NA
"42029305500",2346.64425654896,NA,0.712942470412998,3291.49174573592,NA
"42029305600",1805.99860905609,NA,0.302422026215125,5971.7826497578,NA
"42029305700",1135.73677662497,NA,0.308045030839549,3686.91802471095,NA
"42029306000",2443.76001302269,NA,15.6029005582224,156.622161623333,NA
"42029306300",877.341494362541,NA,0.644144068110981,1362.02681635404,NA
"42029306501",1643.00105325523,NA,6.07293710360843,270.544717527041,NA
"42029306503",1140.95405031803,NA,4.06070121340215,280.9746372258,NA
"42029306504",5561.58145722727,NA,6.15433440416974,903.685287796375,NA
"42029306600",1672.25192187932,NA,9.81780611671827,170.328472776797,NA
"42029306700",2720.67913339292,NA,13.1584587705137,206.762750930192,NA
"42029306800",694.680381468818,NA,10.1957146200431,68.1345454788617,NA
"42029306900",2568.41253969066,NA,11.7077208888412,219.377670861513,NA
"42029307000",2263.09620062691,NA,9.68237726900415,233.733528218496,NA
"42029307100",1042.60365062193,NA,11.3432943920173,91.9136552918568,NA
"42029307200",714.3317983359,NA,17.203908404515,41.5214834640965,NA
"42029307300",2637.15321741087,NA,6.19820264930659,425.470635056744,NA
"42029307400",1069.44853518972,NA,1.2674246677219,843.796528839837,NA
"42029307700",1032.95422967336,NA,18.2025260728096,56.7478505753305,NA
"42029307800",2146.66397904016,NA,16.7239572822933,128.35861410104,NA
"42029307900",6910.84590102029,NA,18.5167090481436,373.222146713654,NA
"42029308000",3623.9155767091,NA,1.97050763353845,1839.07715708851,NA
"42029308101",2125.02074673284,NA,8.50315954101587,249.909546737608,NA
"42029308102",1722.65831055101,NA,11.6532305533097,147.82667369966,NA
"42029308200",1029.58267982164,NA,13.8961306925835,74.0913210014015,NA
"42029310400",9447.18607305936,1623.40895360341,0.0940838601514969,100412.398660591,17254.914402846
"42029311000",3373.09073562496,1336.06228213652,13.6450689713519,247.202175577627,97.9153923620032
"42029311100",1409.93310727833,1677.43542111009,10.072261637036,139.981779473834,166.540096113282
"42029311200",1417.37132026097,NA,29.1689279172188,48.5918208678584,NA
"42029311300",1213.45037624638,1669.27139311783,8.32271254147775,145.799866353539,200.568190334427
"42029311401",2075.62245854131,NA,4.35469596956751,476.640039407263,NA
"42029311403",1787.78253523797,NA,4.57188478865249,391.038404921157,NA
"42029311404",977.735660383256,NA,8.67885693937371,112.657192901467,NA
"42029311500",1647.26391950276,NA,14.5438278608475,113.262061079343,NA
"42029311600",621.294437414262,NA,2.12098280349204,292.927616570652,NA
"42029311700",3918.44238371633,NA,17.7089577424939,221.268944265069,NA
"42029311800",1551.90841515672,NA,11.5138092165016,134.786705770018,NA
"42045400301",2118.39524337191,1759.59154107209,0.287067711798846,7379.42707000192,6129.53484056427
"42045400302",1095.09248446935,1773.09375506516,0.434199853604672,2522.09316833719,4083.58902092011
"42045400401",1784.81193789565,1733.03723829976,0.200368392708859,8907.65211900976,8649.25457987732
"42045400402",2132.20394502119,1727.62084827356,0.127681120250934,16699.4457820446,13530.7463223869
"42045400500",1690.84085957758,1680.90602634486,0.465220026384648,3634.49714905347,3613.14202100807
"42045400600",1320.47716772933,1714.56128704308,0.533272534194663,2476.17696966803,3215.16893727214
"42045400700",2645.49398748349,1711.5598623616,0.529810292138175,4993.28538297543,3230.51455919099
"42045400801",499.233526497736,1725.43392945062,0.138912793303855,3593.86284462455,12420.9864938533
"42045400802",862.140233313051,1659.6959891088,0.370441187844365,2327.33362704599,4480.32250076385
"42045400900",598.953447509943,1675.71984115215,0.233206061385263,2568.34425294141,7185.57584309014
"42045401000",1130.97480411893,1683.13409747493,0.385654582769484,2932.61082494369,4364.35653217942
"42045401101",942.189779468649,1710.03054003513,0.168227542492864,5600.68681683688,10164.9855588164
"42045401103",1665.91702443397,1689.27878876084,0.379109824283532,4394.28608209333,4455.90876457332
"42045401104",784.314771553983,1708.29575108592,0.463942939985844,1690.5414523129,3682.12468356139
"42045401200",1265.35125375075,1669.48155293944,0.583654005228508,2167.98178786651,2860.39595031276
"42045401301",1249.51617013716,1631.95359873477,0.214375763576372,5828.6260969609,7612.58442423404
"42045401302",874.979816266113,1626.0591766166,0.31435634063286,2783.40120165736,5172.66225119884
"42045401401",607.556629760228,1554.86101551355,0.197298945076561,3079.37089843267,7880.73658939329
"42045401402",1212.50785143958,1509.51599825652,0.269302546172381,4502.40025084447,5605.27933995199
"42045401501",1298.85872727804,1499.13424818674,0.286568212769,4532.45918215303,5231.33474470589
"42045401502",1333.91649161932,1242.5412760845,0.666760666643151,2000.59265393534,1863.5491537618
"42045401600",496.18928678171,1303.58521669265,0.33899731658972,1463.6967978783,3845.41455904898
"42045401700",1211.22835881113,1755.87923684534,0.205755877275175,5886.72544790181,8533.79869434814
"42045401800",3065.55482685738,1701.84612271923,0.343922708593378,8913.49931324776,4948.33891510007
"42045401900",1371.73731299579,1606.32397885331,0.51163890393771,2681.06530296764,3139.56574938029
"42045402000",743.98078307542,1553.72831461683,0.321538029969444,2313.81893813967,4832.17588527392
"42045402100",3044.67523038224,1777.23530361232,0.967906450897585,3145.62965001294,1836.16433381987
"42045402200",622.849185591628,1594.95914703167,0.346994006706772,1794.98542785486,4596.50344445142
"42045402300",861.507745170415,1552.07437952509,0.29398592635491,2930.43873171797,5279.41727949036
"42045402400",1961.1298788504,1306.63565177037,0.191901950912294,10219.4369026853,6808.87112173002
"42045402500",2421.00598080485,1280.30359265062,0.258492762309885,9365.85596892848,4952.95721709906
"42045402600",2222.57842322049,1398.77335227545,0.386122057910008,5756.15502323491,3622.61964480013
"42045402700",1038.47612743014,1476.18814387757,0.261780897913448,3966.96678675726,5639.02162321116
"42045402800",1616.46687755938,1297.1293293335,0.75813068632692,2132.17444790559,1710.95742822122
"42045402900",2791.86940135748,1525.23145461914,0.864158812030719,3230.7364832591,1764.9897604295
"42045403001",1525.10454234394,1193.26409405181,0.192302864958629,7930.7426993979,6205.12905155379
"42045403002",784.520426863836,801.772017360184,0.375440439963075,2089.60022245071,2135.55049487753
"42045403101",3184.70178105615,414.42324550387,0.33186130442667,9596.48424982269,1248.78447705687
"42045403103",1639.27946722959,895.508163227234,0.374279984765526,4379.8213475309,2392.61568792742
"42045403104",1301.54867127656,1024.74871409022,0.16598869611271,7841.18859752219,6173.60542066307
"42045403200",1481.54546838926,884.396117059375,0.591450803069072,2504.93440993136,1495.29954557538
"42045403300",2811.80243958271,1349.93692483849,0.627657252656316,4479.83740757054,2150.75492097861
"42045403401",1797.84041716795,1260.3985053279,0.365135833107663,4923.75782970017,3451.86199502985
"42045403402",822.305269690167,NA,1.05395790768868,780.20693586661,NA
"42045403501",3221.84906808674,1253.04634237015,0.563889544650589,5713.61731858876,2222.14856483391
"42045403502",1270.6381902152,1225.41591554937,0.409708169360876,3101.32500456931,2990.94820945592
"42045403601",2948.0634524788,1452.37793932794,0.43430444734057,6788.01119935805,3344.14705679729
"42045403602",791.546717266387,NA,0.381260730733637,2076.12967572942,NA
"42045403701",706.613722764405,NA,3.60345553361492,196.093365430138,NA
"42045403702",460.806141876786,NA,1.12498568881296,409.610670125954,NA
"42045403800",3013.17880598828,NA,0.739919744038631,4072.30490909966,NA
"42045403901",1644.61490959169,NA,0.472669773681507,3479.41628842097,NA
"42045403902",791.66230895448,NA,0.609634595961026,1298.58494612909,NA
"42045404003",383.910993449603,1372.78958243739,0.238146189354272,1612.08119470888,5764.48267410734
"42045404004",1115.1079485934,1460.43619507779,0.905470567350013,1231.52313151042,1612.90300064856
"42045404101",2112.88197113171,1628.46420709905,1.08464227653568,1947.99890880172,1501.38367490185
"42045404102",1802.13955834481,NA,0.908882306851657,1982.80849430041,NA
"42045404103",943.444079394192,NA,1.10692651014574,852.309589432437,NA
"42045404300",1222.28598324411,NA,1.52064667373628,803.793546755285,NA
"42045404400",846.494261215449,NA,0.217955796045511,3883.78871575728,NA
"42045404500",2320.69091854612,NA,0.461088774724417,5033.0674823588,NA
"42045404600",1179.58543685462,NA,0.204805112553528,5759.55073653899,NA
"42045404700",11429.3759196727,NA,0.328176287582735,34826.9401298267,NA
"42045404800",817.094869719283,NA,0.243772517848953,3351.87443165999,NA
"42045404900",797.979732352777,NA,0.146235286112764,5456.82067279881,NA
"42045405000",752.262088299199,NA,0.476974191461633,1577.15470095767,NA
"42045405100",2310.50089545654,NA,0.373891684581963,6179.59957585,NA
"42045405200",1123.74605989466,NA,0.288591226392861,3893.90236820608,NA
"42045405300",1026.76445577928,NA,0.273396685926812,3755.58486489534,NA
"42045405400",942.206160888095,NA,0.267029269380865,3528.47522323188,NA
"42045406100",773.640530467403,NA,0.206839500877681,3740.29393411132,NA
"42045406201",719.51870266754,NA,0.638202879159186,1127.41375221542,NA
"42045406202",1002.71037085168,NA,1.06397551263152,942.418654327564,NA
